urn:lsid:ipni.org:names:331648-2	urn:kew.org:sanbi:LSP:tab1gen:ref:4609	Miller: [462] (1754)	Miller	1754
urn:lsid:ipni.org:names:925255-1	urn:kew.org:sanbi:LSP:tab1gen:ref:4623	Karis: 29 (1990)	Karis	1990
urn:lsid:ipni.org:names:9472-1	urn:kew.org:sanbi:LSP:tab1gen:ref:4634	Cassini: 142 (1819c)	Cassini	1819
urn:lsid:ipni.org:names:9612-1	urn:kew.org:sanbi:LSP:tab1gen:ref:4648	Willdenow: 1787 (1803)	Willdenow	1803
urn:lsid:ipni.org:names:956824-1	urn:kew.org:sanbi:LSP:tab1gen:ref:4661	Nordenstam: 406 (1996).	Nordenstam	1996
urn:lsid:ipni.org:names:9673-1	urn:kew.org:sanbi:LSP:tab1gen:ref:4674	Anderberg: 359 (1994).	Anderberg	1994
urn:lsid:ipni.org:names:9748-1	urn:kew.org:sanbi:LSP:tab1gen:ref:4688	Oliver: 22, t. 1030 (1868)	Oliver	1868
urn:lsid:ipni.org:names:329859-2	urn:kew.org:sanbi:LSP:tab1gen:ref:4702	Harvey: 293 (1865)	Harvey	1865
urn:lsid:ipni.org:names:9913-1	urn:kew.org:sanbi:LSP:tab1gen:ref:4530	Anderberg: 325 (1994).	Anderberg	1994
urn:lsid:ipni.org:names:10017-1	urn:kew.org:sanbi:LSP:tab1gen:ref:4722	Karis: 1 (1989)	Karis	1989
urn:lsid:ipni.org:names:10193-1	urn:kew.org:sanbi:LSP:tab1gen:ref:4736	Anderberg & Bremer: 1061 (1991)	Anderberg & Bremer	1991
urn:lsid:ipni.org:names:331810-2	urn:kew.org:sanbi:LSP:tab1gen:ref:4751	Anderberg: 332 (1994).	Anderberg	1994
urn:lsid:ipni.org:names:10299-1	urn:kew.org:sanbi:LSP:tab1gen:ref:4766	Anderberg: 67 (1991a)	Anderberg	1991
urn:lsid:ipni.org:names:956836-1	urn:kew.org:sanbi:LSP:tab1gen:ref:4779	Bentham: 9 (1876)	Bentham	1876
urn:lsid:ipni.org:names:10427-1	urn:kew.org:sanbi:LSP:tab1gen:ref:4792	Klatt: 436, t. 10 (1895)	Klatt	1895
urn:lsid:ipni.org:names:10455-1	urn:kew.org:sanbi:LSP:tab1gen:ref:4805	Anderberg: 339 (1994).	Anderberg	1994
urn:lsid:ipni.org:names:10474-1	urn:kew.org:sanbi:LSP:tab1gen:ref:4818	Anonymous: 388 (1930)	Anonymous	1930
urn:lsid:ipni.org:names:10505-1	urn:kew.org:sanbi:LSP:tab1gen:ref:4835	Hoffmann: 206, 208 (1889b)	Hoffmann	1889
urn:lsid:ipni.org:names:925256-1	urn:kew.org:sanbi:LSP:tab1gen:ref:4849	Karis: 32 (1990)	Karis	1990
urn:lsid:ipni.org:names:893089-1	urn:kew.org:sanbi:LSP:tab1gen:ref:4859	Hilliard: 49 (1983)	Hilliard	1983
urn:lsid:ipni.org:names:331876-2	urn:kew.org:sanbi:LSP:tab1gen:ref:4537	Anderberg: 49 (1991a)	Anderberg	1991
urn:lsid:ipni.org:names:290947-2	urn:kew.org:sanbi:LSP:tab1gen:ref:4866	Kirpicznikov: 33 (1950)	Kirpicznikov	1950
urn:lsid:ipni.org:names:331899-2	urn:kew.org:sanbi:LSP:tab1gen:ref:4879	Anderberg: 333 (1994).	Anderberg	1994
urn:lsid:ipni.org:names:10851-1	urn:kew.org:sanbi:LSP:tab1gen:ref:4893	Candolle: 283 (1836b)	Candolle	1836
urn:lsid:ipni.org:names:10881-1	urn:kew.org:sanbi:LSP:tab1gen:ref:4906	Anderberg: 334 (1994).	Anderberg	1994
urn:lsid:ipni.org:names:11170-1	urn:kew.org:sanbi:LSP:tab1gen:ref:4922	Levyns: 1 (1937)	Levyns	1937
urn:lsid:ipni.org:names:11218-1	urn:kew.org:sanbi:LSP:tab1gen:ref:4938	Candolle: 205 (1810)	Candolle	1810
urn:lsid:ipni.org:names:893522-1	urn:kew.org:sanbi:LSP:tab1gen:ref:4950	Anderberg: 140 (1991a)	Anderberg	1991
urn:lsid:ipni.org:names:11355-1	urn:kew.org:sanbi:LSP:tab1gen:ref:4962	Lessing: 231 (1831)	Lessing	1831
urn:lsid:ipni.org:names:893117-1	urn:kew.org:sanbi:LSP:tab1gen:ref:4975	Hilliard: 39 (1983)	Hilliard	1983
urn:lsid:ipni.org:names:893118-1	urn:kew.org:sanbi:LSP:tab1gen:ref:4987	Hilliard: 31 (1983)	Hilliard	1983
urn:lsid:ipni.org:names:326930-2	urn:kew.org:sanbi:LSP:tab1gen:ref:4999	Jussieu: 186 (1789)	Jussieu	1789
urn:lsid:ipni.org:names:329192-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5013	Karis & Ryding: 552 (1994).	Karis & Ryding	1994
urn:lsid:ipni.org:names:9455-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5027	Karis & Ryding: 539 (1994).	Karis & Ryding	1994
urn:lsid:ipni.org:names:331939-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5040	Roth: 116 (1797)	Roth	1797
urn:lsid:ipni.org:names:325872-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5055	Linnaeus: 887 (1753)	Linnaeus	1753
urn:lsid:ipni.org:names:7389-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5071	Candolle: 5 (1836)	Candolle	1836
urn:lsid:ipni.org:names:327075-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5087	Linnaeus: 987 (1753)	Linnaeus	1753
urn:lsid:ipni.org:names:328472-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5105	Thouars: 12 (1806)	Thouars	1806
urn:lsid:ipni.org:names:60433909-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5119	Oliver & Hiern: 392 (1877)	Oliver & Hiern	1877
urn:lsid:ipni.org:names:30002965-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5133	Cassini: 493 (1823)	Cassini	1823
urn:lsid:ipni.org:names:30011907-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5150	Turner: 417 (1988)	Turner	1988
urn:lsid:ipni.org:names:60437222-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5164	Linnaeus: 388 (1754)	Linnaeus	1754
urn:lsid:ipni.org:names:8410-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5178	Henderson & Anderson: 356 (1966)	Henderson & Anderson	1966
urn:lsid:ipni.org:names:326241-2	urn:kew.org:sanbi:LSP:tab1gen:ref:4554	Linnaeus: 157 (1771)	Linnaeus	1771
urn:lsid:ipni.org:names:8793-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5198	Oliver & Hiern: 372 (1877)	Oliver & Hiern	1877
urn:lsid:ipni.org:names:8998-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5213	Wild: 9 (1967)	Wild	1967
urn:lsid:ipni.org:names:331636-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5227	Cassini: 237 (1829a)	Cassini	1829
urn:lsid:ipni.org:names:30000729-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5240	Karis & Ryding: 602 (1994).	Karis & Ryding	1994
urn:lsid:ipni.org:names:326928-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5254	Phillips: 816 (1951)	Phillips	1951
urn:lsid:ipni.org:names:30012581-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5268	Karis & Ryding: 583 (1994).	Karis & Ryding	1994
urn:lsid:ipni.org:names:30002961-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5282	Hilliard: 294 (1977)	Hilliard	1977
urn:lsid:ipni.org:names:10962-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5298	Oliver & Hiern: 374 (1877)	Oliver & Hiern	1877
urn:lsid:ipni.org:names:11017-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5312	Harvey: 132 (1865)	Harvey	1865
urn:lsid:ipni.org:names:328475-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5327	Hoffmann: 36 (1900)	Hoffmann	1900
urn:lsid:ipni.org:names:11091-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5338	Karis & Ryding: 587 (1994).	Karis & Ryding	1994
urn:lsid:ipni.org:names:11315-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5352	Karis & Ryding: 605 (1994).	Karis & Ryding	1994
urn:lsid:ipni.org:names:11368-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5366	Wild: 10 (1967)	Wild	1967
urn:lsid:ipni.org:names:325878-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5380	Wild: 61 (1967)	Wild	1967
urn:lsid:ipni.org:names:11557-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5394	Phillips: 813 (1951)	Phillips	1951
urn:lsid:ipni.org:names:332074-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5403	Hilliard: 299 (1977)	Hilliard	1977
urn:lsid:ipni.org:names:7640-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5419	Oliver & Hiern: 369 (1877)	Oliver & Hiern	1877
urn:lsid:ipni.org:names:7658-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5433	Merxmüller: 431 (1954a)	Merxmüller	1954
urn:lsid:ipni.org:names:331408-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5445	Candolle: 514 (1833) name conserved	Candolle	1833
urn:lsid:ipni.org:names:8057-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5459	Bentham: 10, t. 1111 (1876)	Bentham	1876
urn:lsid:ipni.org:names:8663-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5472	Anderberg: 286 (1994).	Anderberg	1994
urn:lsid:ipni.org:names:9032-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5486	Griesselich: 411 (1830)	Griesselich	1830
urn:lsid:ipni.org:names:329837-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5501	Anderberg: 287 (1994).	Anderberg	1994
urn:lsid:ipni.org:names:10275-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5515	Anderberg: 288 (1994).	Anderberg	1994
urn:lsid:ipni.org:names:10409-1	urn:kew.org:sanbi:LSP:tab1gen:ref:4570	Hoffmann: 274 (1889a)	Hoffmann	1889
urn:lsid:ipni.org:names:10414-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5522	Anderberg: 158 (1986)	Anderberg	1986
urn:lsid:ipni.org:names:10422-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5535	Rechinger: 96 (1980)	Rechinger	1980
urn:lsid:ipni.org:names:30117361-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5549	Hilliard: 281 (1977)	Hilliard	1977
urn:lsid:ipni.org:names:8310-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5563	Pope: 194 (1992)	Pope	1992
urn:lsid:ipni.org:names:30000264-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5577	Pope: 209 (1992)	Pope	1992
urn:lsid:ipni.org:names:9229-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5590	Bremer: 197 (1994).	Bremer	1994
urn:lsid:ipni.org:names:30007018-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5601	Hilliard: 599 (1977)	Hilliard	1977
urn:lsid:ipni.org:names:327393-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5614	Linnaeus: 795 (1753)	Linnaeus	1753
urn:lsid:ipni.org:names:9682-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5627	Cassini: 321 (1822)	Cassini	1822
urn:lsid:ipni.org:names:10533-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5641	Hilliard: 604 (1977)	Hilliard	1977
urn:lsid:ipni.org:names:327341-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5655	Hilliard: 621 (1977)	Hilliard	1977
urn:lsid:ipni.org:names:328762-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5668	Bremer: 182 (1994).	Bremer	1994
urn:lsid:ipni.org:names:11319-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5682	Hilliard: 598 (1977)	Hilliard	1977
urn:lsid:ipni.org:names:30102386-2	urn:kew.org:sanbi:LSP:tab1gen:ref:4589	Hilliard: 606 (1977)	Hilliard	1977
urn:lsid:ipni.org:names:11440-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5698	Bremer: 199 (1994).	Bremer	1994
urn:lsid:ipni.org:names:11589-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5712	Bremer: 183 (1994).	Bremer	1994
urn:lsid:ipni.org:names:8599-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5725	Pope: 29 (1992)	Pope	1992
urn:lsid:ipni.org:names:331624-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5738	Oliver & Hiern: 445 (1877)	Oliver & Hiern	1877
urn:lsid:ipni.org:names:10248-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5752	Marloth: 282 (1932)	Marloth	1932
urn:lsid:ipni.org:names:10434-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5768	Bremer: 104 (1994).	Bremer	1994
urn:lsid:ipni.org:names:325801-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5780	Steetz: 499 (1864)	Steetz	1864
urn:lsid:ipni.org:names:8665-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5792	Anderberg: 21 (1995)	Anderberg	1995
urn:lsid:ipni.org:names:9629-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5805	Anderberg: 300 (1994).	Anderberg	1994
urn:lsid:ipni.org:names:9853-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5819	Anderberg: 300 (1994).	Anderberg	1994
urn:lsid:ipni.org:names:10201-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5832	Anderberg: 301 (1994).	Anderberg	1994
urn:lsid:ipni.org:names:329790-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5845	Cassini: 31 (1817a)	Cassini	1817
urn:lsid:ipni.org:names:290939-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5859	Cuatrecasas: 30 (1961)	Cuatrecasas	1961
urn:lsid:ipni.org:names:11077-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5871	Merxmüller: 174 (1967a)	Merxmüller	1967
urn:lsid:ipni.org:names:327995-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5885	Bremer: 512 (1994).	Bremer	1994
urn:lsid:ipni.org:names:8018-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5899	Candolle: 254 (1838b)	Candolle	1838
urn:lsid:ipni.org:names:30024902-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5914	Harvey: 307 (1865)	Harvey	1865
urn:lsid:ipni.org:names:8421-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5928	Merxmüller: 45 (1967a)	Merxmüller	1967
urn:lsid:ipni.org:names:327535-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5941	Jeffrey: 933 (1986)	Jeffrey	1986
urn:lsid:ipni.org:names:329398-2	urn:kew.org:sanbi:LSP:tab1gen:ref:5951	Bremer: 501 (1994).	Bremer	1994
urn:lsid:ipni.org:names:8900-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5964	Harvey: 408 (1865)	Harvey	1865
urn:lsid:ipni.org:names:9147-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5979	Harvey: 345 (1865)	Harvey	1865
urn:lsid:ipni.org:names:9147-1	urn:kew.org:sanbi:LSP:tab1gen:ref:5993	Bremer: 503 (1994)	Bremer	1994
urn:lsid:ipni.org:names:330062-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6007	Merxmüller: 104 (1967a)	Merxmüller	1967
urn:lsid:ipni.org:names:9640-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6020	Bremer: 505 (1994).	Bremer	1994
urn:lsid:ipni.org:names:9869-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6122	Phillips & Smith: 221 (1934)	Phillips & Smith	1934
urn:lsid:ipni.org:names:10063-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6134	Milne-Redhead: 27 (1956)	Milne-Redhead	1956
urn:lsid:ipni.org:names:10268-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6148	Bremer: 506 (1994).	Bremer	1994
urn:lsid:ipni.org:names:10329-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6161	Bremer: 506 (1994).	Bremer	1994
urn:lsid:ipni.org:names:10492-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6175	Bremer: 507 (1994).	Bremer	1994
urn:lsid:ipni.org:names:325904-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6191	Bremer: 508 (1994).	Bremer	1994
urn:lsid:ipni.org:names:987499-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6205	Jeffrey: 920, 936 (1986)	Jeffrey	1986
urn:lsid:ipni.org:names:11122-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6217	Bremer: 509 (1994).	Bremer	1994
urn:lsid:ipni.org:names:11164-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6230	Candolle: 293 (1838a)	Candolle	1838
urn:lsid:ipni.org:names:41194-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6036	Verdcourt: 144 (1992).	Verdcourt	1992
urn:lsid:ipni.org:names:331380-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6039	Delile: 221 (1813) name conserved	Delile	1813
urn:lsid:ipni.org:names:3847-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6042	Griffith: 336 (1845)	Griffith	1845
urn:lsid:ipni.org:names:3855-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6051	Harvey: 573 (1862)	Harvey	1862
urn:lsid:ipni.org:names:325983-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6242	Grey-Wilson: 1 (1980).	Grey-Wilson	1980
urn:lsid:ipni.org:names:325221-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6245	Volkens: 128 (1893)	Volkens	1893
urn:lsid:ipni.org:names:30014453-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6258	Hooker: 76 (1880)	Hooker	1880
urn:lsid:ipni.org:names:327437-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6271	Linnaeus: 1056 (1753)	Linnaeus	1753
urn:lsid:ipni.org:names:4017-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6274	Diniz: 70 (1988).	Diniz	1988
urn:lsid:ipni.org:names:30000612-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6286	Don: t. 631 (1822)	Don	1822
urn:lsid:ipni.org:names:4109-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6299	Phillips: t. 573 (1935) as K. pinnata	Phillips	1935
urn:lsid:ipni.org:names:30033206-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6312	Candolle: 179 (1845)	Candolle	1845
urn:lsid:ipni.org:names:4134-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6324	Palgrave: 830 (1977)	Palgrave	1977
urn:lsid:ipni.org:names:4212-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6337	Diniz: 79 (1988)	Diniz	1988
urn:lsid:ipni.org:names:4226-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6349	Diniz: 67 (1988).	Diniz	1988
urn:lsid:ipni.org:names:30001526-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6361	Dos Santos & Miller: 356 (1992)	Dos Santos & Miller	1992
urn:lsid:ipni.org:names:25773-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6374	Linnaeus: 1190 (1753)	Linnaeus	1753
urn:lsid:ipni.org:names:893525-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6377	Gürke: 98 (1897)	Gürke	1897
urn:lsid:ipni.org:names:331341-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6389	Lehmann: 7 (1831)	Lehmann	1831
urn:lsid:ipni.org:names:4451-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6400	Linnaeus: 133 (1753)	Linnaeus	1753
urn:lsid:ipni.org:names:4497-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6411	Moench: 418 (1794)	Moench	1794
urn:lsid:ipni.org:names:30003373-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6422	Candolle: 471 (1845)	Candolle	1845
urn:lsid:ipni.org:names:30003351-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6433	Gürke: 98 (1897)	Gürke	1897
urn:lsid:ipni.org:names:4569-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6444	Levyns: 445 (1934)	Levyns	1934
urn:lsid:ipni.org:names:30062099-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6454	Verdcourt: 81 (1991)	Verdcourt	1991
urn:lsid:ipni.org:names:30012300-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6466	Riedl: 91 (1997).	Riedl	1997
urn:lsid:ipni.org:names:329805-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6477	Boissier: 125 (1879)	Boissier	1879
urn:lsid:ipni.org:names:30023102-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6489	Gürke: 106 (1897)	Gürke	1897
urn:lsid:ipni.org:names:325901-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6500	Riedl: 148 (1967)	Riedl	1967
urn:lsid:ipni.org:names:4655-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6512	Lehmann: 378 (1830)	Lehmann	1830
urn:lsid:ipni.org:names:30010296-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6524	Boissier: 234 (1879)	Boissier	1879
urn:lsid:ipni.org:names:331916-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6535	Reichenbach: 243 (1824)	Reichenbach	1824
urn:lsid:ipni.org:names:332029-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6546	Gürke: 99 (1897)	Gürke	1897
urn:lsid:ipni.org:names:4860-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6557	Gürke: 131 (1897)	Gürke	1897
urn:lsid:ipni.org:names:12321-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6570	Marais: 111 (1966)	Marais	1966
urn:lsid:ipni.org:names:331385-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6582	Schulz: 537 (1936)	Schulz	1936
urn:lsid:ipni.org:names:60436526-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6594	Schulz: 527 (1936)	Schulz	1936
urn:lsid:ipni.org:names:30012174-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6606	Marais: 105 (1970)	Marais	1970
urn:lsid:ipni.org:names:329350-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6618	Linnaeus: 298 (1754)	Linnaeus	1754
urn:lsid:ipni.org:names:30043511-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6630	Linnaeus: 299 (1754)	Linnaeus	1754
urn:lsid:ipni.org:names:12477-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6642	Jonsell: 15 (1982).	Jonsell	1982
urn:lsid:ipni.org:names:12525-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6654	Marais: 12 (1970)	Marais	1970
urn:lsid:ipni.org:names:12574-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6666	Phillips: 349 (1951)	Phillips	1951
urn:lsid:ipni.org:names:12578-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6679	Schulz: 331 (1936)	Schulz	1936
urn:lsid:ipni.org:names:12660-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6692	Marais: 11 (1970).	Marais	1970
urn:lsid:ipni.org:names:12986-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6704	Chater: 345 (1964)	Chater	1964
urn:lsid:ipni.org:names:331896-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6716	De Carvalho e Vasconcellos: 343 (1964)	De Carvalho e Vasconcellos	1964
urn:lsid:ipni.org:names:13043-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6728	Linnaeus: 668 (1753)	Linnaeus	1753
urn:lsid:ipni.org:names:12429-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6065	Schulz: 319 (1936)	Schulz	1936
urn:lsid:ipni.org:names:12490-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6740	Marais: 80 (1970).	Marais	1970
urn:lsid:ipni.org:names:12639-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6752	Linnaeus: 926 (1763)	Linnaeus	1763
urn:lsid:ipni.org:names:13124-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6764	Smith: 155 (1931)	Smith	1931
urn:lsid:ipni.org:names:60433920-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6776	Phillips: 352 (1951)	Phillips	1951
urn:lsid:ipni.org:names:331726-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6788	Marais: 99 (1970).	Marais	1970
urn:lsid:ipni.org:names:34895-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6800	Jonsell: 72 (1993).	Jonsell	1993
urn:lsid:ipni.org:names:12371-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6812	Sonder: 33 (1860)	Sonder	1860
urn:lsid:ipni.org:names:12396-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6824	Clapham, Tutin & Warburg: 184 (1952)	Clapham, Tutin & Warburg	1952
urn:lsid:ipni.org:names:331460-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6837	Chater: 316 (1964)	Chater	1964
urn:lsid:ipni.org:names:12407-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6850	Desvaux: 163 (1814)	Desvaux	1814
urn:lsid:ipni.org:names:331517-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6863	Schreiber: 48 (1966)	Schreiber	1966
urn:lsid:ipni.org:names:12674-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6876	Marais: 98 (1970).	Marais	1970
urn:lsid:ipni.org:names:60437330-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6888	Jonsell: 20 (1975)	Jonsell	1975
urn:lsid:ipni.org:names:13125-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6077	Linnaeus: 645 (1753)	Linnaeus	1753
urn:lsid:ipni.org:names:13024-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6902	Bolus: 455 (1898)	Bolus	1898
urn:lsid:ipni.org:names:13038-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6914	Compton: 147 (1953)	Compton	1953
urn:lsid:ipni.org:names:12326-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6926	Schulz: 640 (1936)	Schulz	1936
urn:lsid:ipni.org:names:331548-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6939	Schulz: 649 (1936)	Schulz	1936
urn:lsid:ipni.org:names:60436434-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6952	Adamson: 423 (1950)	Adamson	1950
urn:lsid:ipni.org:names:5033-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6964	Pillans: 127 (1947).	Pillans	1947
urn:lsid:ipni.org:names:5037-1	urn:kew.org:sanbi:LSP:tab1gen:ref:6977	Brongniart: 370, t. 35 fig. 1 (1826)	Brongniart	1826
urn:lsid:ipni.org:names:331432-2	urn:kew.org:sanbi:LSP:tab1gen:ref:6990	Pillans: 178 (1947).	Pillans	1947
urn:lsid:ipni.org:names:5045-1	urn:kew.org:sanbi:LSP:tab1gen:ref:7003	Sonder: 317 (1862)	Sonder	1862
urn:lsid:ipni.org:names:331731-2	urn:kew.org:sanbi:LSP:tab1gen:ref:7014	Wikström: 350, t. 10 (1818)	Wikström	1818
urn:lsid:ipni.org:names:5051-1	urn:kew.org:sanbi:LSP:tab1gen:ref:7026	Niedenzu: 136 (1891)	Niedenzu	1891
urn:lsid:ipni.org:names:5054-1	urn:kew.org:sanbi:LSP:tab1gen:ref:7039	Pillans: 147 (1947).	Pillans	1947
